"design","scenario","effect_size","group_mean_offsets","sd_per_group","shift_scale","n_vector","distribution","panel","skew","excess_kurtosis","n_per_group","groups","resid_skewness","resid_excess_kurtosis","fisher_power","fisher_mc_se","welch_power","welch_mc_se","mean_power","mean_mc_se","rank_power","rank_mc_se","sw_power","sw_mc_se","gate_power","gate_mc_se","sw_route_welch_probability","sw_route_welch_mc_se","sw_route_rank_probability","sw_route_rank_mc_se","route_rank_probability","route_rank_mc_se","route_fisher_probability","route_fisher_mc_se","route_welch_probability","route_welch_mc_se","mean_route_fisher_probability","mean_route_fisher_mc_se","mean_route_welch_probability","mean_route_welch_mc_se","levene_reject_probability","levene_reject_mc_se","skew_label","n_label"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"30, 30, 30, 30","F.P.",3,0.5,1,30,4,0.475312430645866,1.6108960574944,0.7171,0.00201428692097228,0.78416,0.00183985376810224,0.7805,0.0018510524033641,0.68188,0.00208288101244406,0.72018,0.0020075894381073,0.71912,0.00200990758792538,0.35952,0.00214599799440726,0.64048,0.00214599799440726,0.64048,0.00214599799440726,0.02672,0.000721194032143916,0.3328,0.00210734031423498,0.07248,0.00115953999154837,0.92752,0.00115953999154837,0.92752,0.00115953999154837,"F.P.
skew = 0.5
excess kurtosis = 1","n = 30"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"30, 30, 30, 30","F.P.",4,1,1.6,30,4,0.964997933702246,2.08783912823174,0.72986,0.00198577128793827,0.78204,0.00184636636884449,0.7789,0.00185588140784911,0.58472,0.00220373556308374,0.59774,0.00219292905676404,0.59768,0.00219298252432617,0.08422,0.00124199027049329,0.91578,0.00124199027049329,0.91578,0.00124199027049329,0.0046,0.000302616589102448,0.07962,0.00121062509143004,0.07162,0.00115317453665956,0.92838,0.00115317453665956,0.92838,0.00115317453665956,"F.P.
skew = 1
excess kurtosis = 1.6","n = 30"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"30, 30, 30, 30","F.P.",5,2,6.6,30,4,1.82974006138459,5.60775438073686,0.74272,0.00195492711680001,0.78836,0.00182673758597123,0.77482,0.00186801481578707,0.66202,0.00211541730918512,0.66202,0.00211541730918512,0.66202,0.00211541730918512,0.00018,5.99945997569781e-05,0.99982,5.99945997569711e-05,0.99982,5.99945997569711e-05,0,0,0.00018,5.99945997569781e-05,0.15882,0.00163460213874814,0.84118,0.00163460213874814,0.84118,0.00163460213874814,"F.P.
skew = 2
excess kurtosis = 6.6","n = 30"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 50, 50, 50","normal",1,0,0,50,4,0.000101640692978662,0.764049504273233,0.92584,0.00117183867831711,0.95902,0.000886573624692276,0.95902,0.000886573624692276,0.92484,0.00117907569222675,0.95048,0.00097023470974811,0.95046,0.00097042040786455,0.61646,0.00217456693803617,0.38354,0.00217456693803617,0.38354,0.00217456693803617,0.00098,0.00013993138318476,0.61548,0.00217561195804767,0.00126,0.000158645037741494,0.99874,0.000158645037741496,0.99874,0.000158645037741496,"Normal distribution
skew = 0; excess kurtosis = 0","n = 50"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 50, 50, 50","F.P.",2,0,6,50,4,-0.00612275156510781,5.99834064215543,0.9201,0.00121256744142336,0.95962,0.000880334659092779,0.95882,0.00088864174558705,0.99372,0.000353286331465002,0.9937,0.000353844881268614,0.9937,0.000353844881268614,0.0021,0.000204723716261697,0.9979,0.000204723716261697,0.9979,0.000204723716261697,1e-04,4.47191234261138e-05,0.002,0.000199799899899875,0.05506,0.00102008231432566,0.94494,0.00102008231432566,0.94494,0.00102008231432566,"F.P.
skew = 0
excess kurtosis = 6","n = 50"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 50, 50, 50","F.P.",3,0.5,1,50,4,0.50445158115097,1.78616115080673,0.93036,0.00113833448862801,0.95906,0.000886159312990615,0.95902,0.000886573624692276,0.90456,0.00131401070315276,0.9123,0.00126497992078926,0.9123,0.00126497992078926,0.15192,0.00160524336846473,0.84808,0.00160524336846473,0.84808,0.00160524336846473,0.00084,0.00012956036430946,0.15108,0.00160159191806153,0.0037,0.000271525689392367,0.9963,0.000271525689392368,0.9963,0.000271525689392368,"F.P.
skew = 0.5
excess kurtosis = 1","n = 50"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 50, 50, 50","F.P.",4,1,1.6,50,4,1.02115103390788,2.37683915343821,0.94044,0.00105841963700604,0.96194,0.000855703644961268,0.9617,0.000858290277237253,0.83226,0.00167094758984236,0.8326,0.00166959420219405,0.8326,0.00166959420219405,0.00744,0.000384308376177257,0.99256,0.000384308376177257,0.99256,0.000384308376177257,0,0,0.00744,0.000384308376177257,0.00488,0.000311646774409747,0.99512,0.000311646774409747,0.99512,0.000311646774409747,"F.P.
skew = 1
excess kurtosis = 1.6","n = 50"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"50, 50, 50, 50","F.P.",5,2,6.6,50,4,1.96044117559973,6.6604166740736,0.95202,0.000955802485872474,0.9649,0.000823018711816445,0.96208,0.000854190536121771,0.89772,0.00135512952591256,0.89772,0.00135512952591256,0.89772,0.00135512952591256,0,0,1,0,1,0,0,0,0,0,0.03592,0.000832222970122791,0.96408,0.00083222297012279,0.96408,0.00083222297012279,"F.P.
skew = 2
excess kurtosis = 6.6","n = 50"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 100, 100, 100","normal",1,0,0,100,4,-0.000699638508675787,0.799490259390304,0.9991,0.000134103691224367,0.99974,7.21016504665515e-05,0.99974,7.21016504665515e-05,0.99888,0.000149582458864668,0.99918,0.000128009968361846,0.99918,0.000128009968361846,0.33112,0.00210465933395407,0.66888,0.00210465933395407,0.66888,0.00210465933395407,0,0,0.33112,0.00210465933395407,0,0,1,0,1,0,"Normal distribution
skew = 0; excess kurtosis = 0","n = 100"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 100, 100, 100","F.P.",2,0,6,100,4,0.0043695837430642,6.92769584334369,0.99842,0.000177623399359433,0.9996,8.94248287669544e-05,0.9996,8.94248287669544e-05,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.00046,9.58945671036686e-05,0.99954,9.58945671036703e-05,0.99954,9.58945671036703e-05,"F.P.
skew = 0
excess kurtosis = 6","n = 100"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 100, 100, 100","F.P.",3,0.5,1,100,4,0.530182036193302,1.94286018882705,0.9993,0.000118280175853778,0.99986,5.29113220398109e-05,0.99986,5.29113220398109e-05,0.99806,0.00019678599543667,0.99806,0.00019678599543667,0.99806,0.00019678599543667,0.01128,0.000472287234635873,0.98872,0.000472287234635872,0.98872,0.000472287234635872,0,0,0.01128,0.000472287234635873,0,0,1,0,1,0,"F.P.
skew = 0.5
excess kurtosis = 1","n = 100"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 100, 100, 100","F.P.",4,1,1.6,100,4,1.06291447149037,2.60884674778621,0.99946,0.00010389498544203,0.9998,6.32392283317844e-05,0.9998,6.32392283317844e-05,0.9918,0.000403305343381413,0.9918,0.000403305343381413,0.9918,0.000403305343381413,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 1
excess kurtosis = 1.6","n = 100"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"100, 100, 100, 100","F.P.",5,2,6.6,100,4,2.07277993956371,7.70241347646934,0.99958,9.1632265059855e-05,0.99976,6.92737179599909e-05,0.99974,7.21016504665515e-05,0.99732,0.000231206297492089,0.99732,0.000231206297492089,0.99732,0.000231206297492089,0,0,1,0,1,0,0,0,0,0,0.00042,9.16322650598576e-05,0.99958,9.1632265059855e-05,0.99958,9.1632265059855e-05,"F.P.
skew = 2
excess kurtosis = 6.6","n = 100"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"200, 200, 200, 200","normal",1,0,0,200,4,0.000655317485225254,0.813702348477014,1,0,1,0,1,0,1,0,1,0,1,0,0.07064,0.00114586203707078,0.92936,0.00114586203707078,0.92936,0.00114586203707078,0,0,0.07064,0.00114586203707078,0,0,1,0,1,0,"Normal distribution
skew = 0; excess kurtosis = 0","n = 200"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"200, 200, 200, 200","F.P.",2,0,6,200,4,0.00209357611388303,7.64091780813308,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 0
excess kurtosis = 6","n = 200"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"200, 200, 200, 200","F.P.",3,0.5,1,200,4,0.540007127663015,2.02089144847269,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 0.5
excess kurtosis = 1","n = 200"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"200, 200, 200, 200","F.P.",4,1,1.6,200,4,1.0844012710292,2.73901605631176,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 1
excess kurtosis = 1.6","n = 200"
"balanced n, unequal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"200, 200, 200, 200","F.P.",5,2,6.6,200,4,2.13982215243476,8.39714009418088,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"F.P.
skew = 2
excess kurtosis = 6.6","n = 200"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"5, 8, 12, 15","normal",1,0,0,10,4,0.00128478009447005,0.24422766185753,0.1361,0.00153347181258737,0.26406,0.00197145791940888,0.1842,0.00173361102903737,0.15172,0.00160437552711328,0.25968,0.00196084827357958,0.18946,0.00175251195944564,0.91728,0.00123188799490863,0.08272,0.00123188799490863,0.08272,0.00123188799490863,0.69792,0.00205342481527812,0.21936,0.00185062794964304,0.76738,0.00188948636195131,0.23262,0.00188948636195131,0.23262,0.00188948636195131,"Normal distribution
skew = 0; excess kurtosis = 0","n = 10"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"5, 8, 12, 15","F.P.",2,0,6,10,4,-0.00270212616411297,2.51423885015637,0.16306,0.00165209828036954,0.33406,0.00210933125136855,0.19924,0.0017863002121704,0.2735,0.00199347811625811,0.32184,0.00208930138754561,0.27266,0.00199156483399361,0.46974,0.00223196923097071,0.53026,0.00223196923097071,0.53026,0.00223196923097071,0.39572,0.00218689588961157,0.07402,0.00117082056353653,0.86206,0.00154215794521832,0.13794,0.00154215794521832,0.13794,0.00154215794521832,"F.P.
skew = 0
excess kurtosis = 6","n = 10"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"5, 8, 12, 15","F.P.",3,0.5,1,10,4,0.370636313337104,0.76301504357527,0.12564,0.00148225902189867,0.2755,0.00199799774774648,0.17372,0.00169435156682431,0.14798,0.00158796674776269,0.25138,0.00194004172944811,0.18122,0.00172266834649041,0.77064,0.00188018079130705,0.22936,0.00188018079130705,0.22936,0.00188018079130705,0.59626,0.00219423796521708,0.17438,0.00169688900992375,0.78932,0.00182369919449453,0.21068,0.00182369919449453,0.21068,0.00182369919449453,"F.P.
skew = 0.5
excess kurtosis = 1","n = 10"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"5, 8, 12, 15","F.P.",4,1,1.6,10,4,0.763807206922854,1.00237943371198,0.1133,0.00141748446199597,0.28006,0.00200811551659759,0.17564,0.00170170849677611,0.12326,0.00147014946451033,0.22224,0.0018592976222219,0.1718,0.00168691884807776,0.55868,0.00222061548945332,0.44132,0.00222061548945332,0.44132,0.00222061548945332,0.38854,0.00217980122213013,0.17014,0.00168043078048458,0.7435,0.00195298617506628,0.2565,0.00195298617506628,0.2565,0.00195298617506628,"F.P.
skew = 1
excess kurtosis = 1.6","n = 10"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"5, 8, 12, 15","F.P.",5,2,6.6,10,4,1.39325197807843,2.75460012733612,0.10534,0.00137290556412304,0.34248,0.00212220380548146,0.199,0.00178549152896338,0.15948,0.00163735231150782,0.19232,0.00176257208419968,0.18104,0.00172200184901178,0.12924,0.00150024679569729,0.87076,0.00150024679569729,0.87076,0.00150024679569729,0.06816,0.00112706889230428,0.06108,0.00107097370275838,0.70338,0.00204272648976803,0.29662,0.00204272648976803,0.29662,0.00204272648976803,"F.P.
skew = 2
excess kurtosis = 6.6","n = 10"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"10, 16, 24, 30","normal",1,0,0,20,4,-0.00264668615029868,0.371858818561889,0.31434,0.00207620020421924,0.54924,0.00222519851878434,0.47206,0.00223257410358537,0.36906,0.00215803019626696,0.53946,0.00222909357542477,0.47328,0.0022328727755965,0.89112,0.00139301935090651,0.10888,0.00139301935090651,0.10888,0.00139301935090651,0.36668,0.00215511381416388,0.52444,0.00223339511237936,0.41838,0.00220607423084537,0.58162,0.00220607423084537,0.58162,0.00220607423084537,"Normal distribution
skew = 0; excess kurtosis = 0","n = 20"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"10, 16, 24, 30","F.P.",2,0,6,20,4,-0.00236518425444662,3.89192296768804,0.344,0.00212444816364156,0.61042,0.00218085957182025,0.4427,0.00222133612945002,0.62112,0.00216946973060239,0.63602,0.00215173678501809,0.61908,0.00217172720938888,0.16898,0.0016758625218078,0.83102,0.0016758625218078,0.83102,0.0016758625218078,0.11342,0.00141813894664804,0.05556,0.00102443239308409,0.70486,0.00203976655723149,0.29514,0.00203976655723149,0.29514,0.00203976655723149,"F.P.
skew = 0
excess kurtosis = 6","n = 20"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"10, 16, 24, 30","F.P.",3,0.5,1,20,4,0.442111626279101,1.12380880983575,0.3091,0.00206667457525369,0.55814,0.00222089954928178,0.45912,0.00222858172656961,0.35156,0.00213525439421161,0.4749,0.00223324870983955,0.426,0.00221144296783797,0.59004,0.002199512666024,0.40996,0.002199512666024,0.40996,0.002199512666024,0.27098,0.00198771144585928,0.31906,0.00208451776869376,0.48334,0.0022348263664097,0.51666,0.0022348263664097,0.51666,0.0022348263664097,"F.P.
skew = 0.5
excess kurtosis = 1","n = 20"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"10, 16, 24, 30","F.P.",4,1,1.6,20,4,0.899871016013736,1.5185495288447,0.29776,0.00204498891146138,0.56084,0.00221945260999193,0.46746,0.00223132762453209,0.28358,0.00201574990313779,0.34484,0.00212567812426999,0.3318,0.00210574813308715,0.21914,0.00184996032606108,0.78086,0.00184996032606108,0.78086,0.00184996032606108,0.08128,0.00122207660643677,0.13786,0.00154178221808399,0.44734,0.00222363182384135,0.55266,0.00222363182384135,0.55266,0.00222363182384135,"F.P.
skew = 1
excess kurtosis = 1.6","n = 20"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"10, 16, 24, 30","F.P.",5,2,6.6,20,4,1.68418356621433,4.35552465837862,0.30038,0.0020501309987413,0.6033,0.00218782590715075,0.45986,0.00222885073703916,0.3616,0.00214869932750024,0.3621,0.00214934217843507,0.36208,0.00214931651275469,0.00294,0.000242130394622402,0.99706,0.000242130394622404,0.99706,0.000242130394622404,0.00048,9.79560717873068e-05,0.00246,0.000221537734934706,0.501,0.00223606350535936,0.499,0.00223606350535936,0.499,0.00223606350535936,"F.P.
skew = 2
excess kurtosis = 6.6","n = 20"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"15, 24, 36, 45","normal",1,0,0,30,4,-0.000783161940526707,0.404866455009716,0.51208,0.0022354152795398,0.759,0.00191268920632705,0.72984,0.00198581758678888,0.58184,0.00220591121489511,0.74346,0.00195308590901681,0.71934,0.00200942760207976,0.86584,0.00152421189078159,0.13416,0.00152421189078159,0.13416,0.00152421189078159,0.13796,0.00154225184973142,0.72788,0.00199033015150753,0.16282,0.00165111869712628,0.83718,0.00165111869712628,0.83718,0.00165111869712628,"Normal distribution
skew = 0; excess kurtosis = 0","n = 30"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"15, 24, 36, 45","F.P.",2,0,6,30,4,0.00494454640604982,4.64074248582461,0.5296,0.00223214623176888,0.78766,0.00182894354423531,0.6744,0.0020956366097203,0.83976,0.00164050688751983,0.84202,0.00163108748753707,0.83972,0.00164067255477746,0.05368,0.00100795295128295,0.94632,0.00100795295128295,0.94632,0.00100795295128295,0.0254,0.000703631153375119,0.02828,0.000741353378625875,0.5126,0.00223535786844076,0.4874,0.00223535786844076,0.4874,0.00223535786844076,"F.P.
skew = 0
excess kurtosis = 6","n = 30"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"15, 24, 36, 45","F.P.",3,0.5,1,30,4,0.469609930627423,1.27782570095444,0.5115,0.00223547645928111,0.76314,0.00190135394074854,0.71294,0.00202314881508998,0.55224,0.00222382995033343,0.64248,0.00214335927739612,0.62448,0.00216566262192429,0.43958,0.002219682065522,0.56042,0.002219682065522,0.56042,0.002219682065522,0.09584,0.00131647023817479,0.34374,0.0021240659707269,0.23224,0.00188840981992787,0.76776,0.00188840981992787,0.76776,0.00188840981992787,"F.P.
skew = 0.5
excess kurtosis = 1","n = 30"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"15, 24, 36, 45","F.P.",4,1,1.6,30,4,0.952025574145728,1.75717822977696,0.5094,0.00223567278464448,0.76436,0.00189796622941505,0.71222,0.00202466131291137,0.45302,0.00222617555282597,0.47072,0.00223223064041331,0.4686,0.00223165427429967,0.07334,0.00116585800507609,0.92666,0.00116585800507609,0.92666,0.00116585800507609,0.0118,0.000482923596441507,0.06154,0.00107473558050341,0.21788,0.00184612191146739,0.78212,0.00184612191146739,0.78212,0.00184612191146739,"F.P.
skew = 1
excess kurtosis = 1.6","n = 30"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"15, 24, 36, 45","F.P.",5,2,6.6,30,4,1.80780907530465,5.2108841243451,0.52616,0.00223300539363433,0.77834,0.00185756208186967,0.68032,0.00208559199077864,0.5555,0.00222224998593768,0.5555,0.00222224998593768,0.5555,0.00222224998593768,4e-05,2.828370555638e-05,0.99996,2.82837055563941e-05,0.99996,2.82837055563941e-05,0,0,4e-05,2.828370555638e-05,0.32496,0.00209456916047191,0.67504,0.00209456916047191,0.67504,0.00209456916047191,"F.P.
skew = 2
excess kurtosis = 6.6","n = 30"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"25, 40, 60, 75","normal",1,0,0,50,4,0.000262998095024187,0.444816072240032,0.8047,0.00177289542838826,0.94808,0.000992212815881754,0.9469,0.00100279998005584,0.8547,0.00157599435278176,0.93568,0.0010971138281874,0.9348,0.0011040739105694,0.81236,0.0017460311016703,0.18764,0.0017460311016703,0.18764,0.0017460311016703,0.01038,0.00045326053435083,0.80198,0.00178217888888854,0.01304,0.000507345215804781,0.98696,0.000507345215804782,0.98696,0.000507345215804782,"Normal distribution
skew = 0; excess kurtosis = 0","n = 50"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"25, 40, 60, 75","F.P.",2,0,6,50,4,0.00588661831345388,5.4212448794791,0.8078,0.00176215300130267,0.94918,0.00098221512511262,0.9256,0.00117358118594327,0.98256,0.000585420300297146,0.98254,0.000585749919334182,0.98254,0.000585749919334182,0.00396,0.000280867171452984,0.99604,0.000280867171452983,0.99604,0.000280867171452983,0.00106,0.00014552500816011,0.0029,0.000240482431790765,0.20426,0.00180298559284316,0.79574,0.00180298559284316,0.79574,0.00180298559284316,"F.P.
skew = 0
excess kurtosis = 6","n = 50"
"unbalanced n, larger n with larger SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.000, 0.433, 0.866, 1.299","1.000000, 1.414214, 2.000000, 2.236068",1.73205080756888,"25, 40, 60, 75","F.P.",3,0.5,1,50,4,0.49349720953486,1.41727597981959,0.81636,0.0017315677890282,0.94754,0.000997075206792346,0.94316,0.00103546332045128,0.83118,0.00167523017881126,0.85502,0.0015745526323372,0.85442,0.00157725371199436,0.23178,0.00188710376821202,0.76822,0.00188710376821202,0.76822,0.00188710376821202,0.00742,0.000383795351717553,0.22436,0.00186559690394254,0.03182,0.000784952069874333,0.96818,0.000784952069874333,0.96818,0.000784952069874333,"F.P.
skew = 0.5
excess kurtosis = 1","n = 50"
